Gene ID,Localization,Product Description,Category,CtermTryptag,NtermTryptag
Tb927.11.250,Unknown,"ubiquitin carboxyl-terminal hydrolase, putative",Ubiquitin.proteasome,Unknown,Unknown
Tb927.11.9220,proteasome regulatory particle,proteasome regulatory non-ATP-ase subunit 2,Ubiquitin.proteasome,proteasome regulatory particle,"nucleus[50%,points],cytoplasm[50%,points,weak]"
Tb927.10.8040,Unknown,"beta adaptin, putative",Vesicular.transport,Unknown,"endocytic,cytoplasm[weak]"
Tb927.10.3540,Unknown,DNA-directed RNA polymerase I subunit RPA31,ZUnknown,Unknown,"nucleolus,nucleoplasm[weak]"
Tb927.10.6840,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,"endocytic,cytoplasm[points]"
Tb927.3.3200,flagellum 1,microtubule inner protein MC15,ZUnknown,flagellum 1,0
Tb927.7.2360,ribonucleoproteins 1,"N-acetyltransferase, putative",Enzyme,ribonucleoproteins 1,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.510,mitochondrion - OM,Present in the outer mitochondrial membrane proteome 19,Mito.biogenesis,mitochondrion - OM,mitochondrion
Tb927.6.3680,mitochondrion - OM,Present in the outer mitochondrial membrane proteome 31,Mito.membrane,mitochondrion - OM,0
Tb927.11.4870,Unknown,"hypothetical protein, conserved",Mito.pathway,Unknown,Unknown
Tb927.11.3000,Unknown,"60S ribosomal protein L37, putative",Ribosome,Unknown,Unknown
Tb927.9.9210,nucleus,"60S ribosomal protein L37, putative",Ribosome,nucleus,nucleolus
Tb927.11.14460,Unknown,"ADP-ribosylation factor GTPase activating protein 1, putative",Vesicular.transport,Unknown,"Golgi apparatus,cytoplasm[reticulated]"
Tb927.11.8120,Unknown,"protein transport protein SEC13, putative",Vesicular.transport,Unknown,Golgi apparatus
Tb11.v5.0374,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.8640,flagellum 1,"Galactose oxidase, central domain containing protein, putative",ZUnknown,flagellum 1,"axoneme,cytoplasm,nuclear lumen"
Tb927.11.14970,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,0
Tb927.11.164,Unknown,Mitoribosomal LSU assembly factor 20,ZUnknown,Unknown,Unknown
Tb927.2.4090,endoplasmic reticulum,"signal recognition particle receptor beta subunit, putative",ZUnknown,endoplasmic reticulum,0
Tb927.7.6790,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,cortical cytoskeleton[posterior]
Tb927.9.9860,endoplasmic reticulum,"170 kDa glucose-regulated protein, putative",Chaperone,endoplasmic reticulum,0
Tb927.4.3430,mitochondrion - IM,Mitochondrial import inner membrane translocase subunit TIM12,Mito.biogenesis,mitochondrion - IM,cytoplasm[reticulated]
Tb927.6.1440,Unknown,"LSU ribosomal protein, mitochondrial, putative",Mito.translation,Unknown,"cytoplasm[weak,reticulated]"
Tb927.10.8650,Unknown,"ran binding protein, putative",Nuclear.transport,Unknown,Unknown
Tb927.5.2700,Unknown,"otubain cysteine peptidase, Clan CA, family C65, putative",Protease,Unknown,"cytoplasm,flagellar cytoplasm"
Tb927.8.7020,cytosol,Peptidase 1,Protease,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.5.950,cytosol,"monothiol glutaredoxin, putative",Redox,cytosol,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.14950,ribonucleoproteins 1,Zinc finger CCCH domain-containing protein 40,RNA.binding,ribonucleoproteins 1,0
Tb927.11.6790,nucleus,Nucleolar protein 89,rRNA.tRNA.process,nucleus,nucleolus[25%]
Tb927.2.6050,cytosol,beta prime COP protein,Vesicular.transport,cytosol,0
Tb11.v5.0707,cytosol,"hypothetical protein, conserved",ZUnknown,cytosol,0
Tb927.10.13770,mitochondrion - matrix 1,"hypothetical protein, conserved",ZUnknown,mitochondrion - matrix 1,0
Tb927.10.15000,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme[cell cycle dependent],cytoplasm[reticulated,weak]"
Tb927.11.5230,nucleus - chromatin,"hypothetical protein, conserved",ZUnknown,nucleus - chromatin,nucleus[points]
Tb927.8.6910,flagellum 1,"cyclophilin, putative",Chaperone,flagellum 1,0
Tb927.11.5510,flagellum 1,"dynein light chain p28, axonemal, putative",Cytoskeleton,flagellum 1,axoneme
Tb927.11.7780,mitochondrion - OM,Mitochondrial import receptor subunit ATOM46,Mito.biogenesis,mitochondrion - OM,0
Tb927.11.12040,Unknown,"Cytochrome c oxidase component, putative",Mito.e.transport,Unknown,Unknown
Tb927.6.2140,mitochondrion - matrix 2,"hypothetical protein, conserved",Mito.RNA,mitochondrion - matrix 2,0
Tb11.v5.0596,cytosol,"serine/threonine protein kinase, putative",Protein.kinase,cytosol,0
Tb927.10.4940,Unknown,Nuclear Dbf2-related kinase,Protein.kinase,Unknown,Unknown
Tb927.6.2780,nucleus,"U3 small nuclear ribonucleoprotein (snRNP), putative",rRNA.tRNA.process,nucleus,"mitochondrion,mitochondrion[points,strong]"
Tb927.6.1280,ribonucleoproteins 1,"translation initiation factor EIF-2b alpha subunit, putative",Translation,ribonucleoproteins 1,cytoplasm
Tb927.10.12400,Unknown,"membrane transporter protein, putative",Transporter,Unknown,Unknown
Tb927.11.540,mitochondrion - OM,"ABC transporter, mitochondrial, putative",Transporter,mitochondrion - OM,0
Tb927.11.540,mitochondrion - OM,"ABC transporter, mitochondrial, putative",Transporter,mitochondrion - OM,0
Tb927.10.14350,mitochondrion - matrix 2,"hypothetical protein, conserved",ZUnknown,mitochondrion - matrix 2,0
Tb927.11.13300,Unknown,Intraflagellar transport protein 25,ZUnknown,Unknown,"intraflagellar transport particle[25%],cytoplasm"
Tb927.5.4150,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.6.1920,microtubule structures 2,"hypothetical protein, conserved",ZUnknown,microtubule structures 2,"nuclear envelope[strong,25%],cytoplasm[weak]"
Tb927.9.10680,Unknown,"RNA polymerase III RPC4, putative",ZUnknown,Unknown,"nucleoplasm[strong],cytoplasm"
Tb927.1.4690,Unknown,Protein arginine N-methyltransferase 1 catalytic subunit,Arg.methylation,Unknown,cytoplasm[patchy]
Tb927.7.990,mitochondrion - OM,"chaperone protein DnaJ, putative",Chaperone,mitochondrion - OM,0
Tb11.v5.0468,Unknown,"alpha tubulin, putative",Cytoskeleton,Unknown,0
Tb927.11.5300,Unknown,"Kinesin-13 3, putative",Cytoskeleton,Unknown,"flagellar tip,basal body,cell tip[posterior],cytoplasm"
Tb927.8.6950,flagellum 1,"roadblock/LC7 family member, dynein light chain 2B, cytoplasmic, putative, predicted dynein modulator",Cytoskeleton,flagellum 1,0
Tb11.v5.0903,Unknown,"S-adenosylmethionine decarboxylase proenzyme, putative",Enzyme,Unknown,Unknown
Tb927.1.3830,glycosomes,"glucose-6-phosphate isomerase, glycosomal",Glucose.glycerol,glycosomes,0
Tb927.10.13630,endoplasmic reticulum,"glucosidase, putative",Glycans,endoplasmic reticulum,0
Tb927.4.1020,endoplasmic reticulum,"serine-palmitoyl-CoA transferase, putative",Lipids,endoplasmic reticulum,"endocytic,cytoplasm[weak,50%],cytoplasm[50%]"
Tb927.4.1670,Unknown,"cytochrome b5-like Heme/Steroid binding domain containing protein, putative",Mito.e.transport,Unknown,Unknown
Tb11.02.5105,Unknown,Present in the outer mitochondrial membrane proteome 15,Mito.membrane,Unknown,Unknown
Tb927.9.9080,mitochondrion - matrix 2,Present in the outer mitochondrial membrane proteome 5,Mito.membrane,mitochondrion - matrix 2,"mitochondrion,kinetoplast[region,strong]"
Tb927.5.1130,mitochondrion - OM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - OM,mitochondrion
Tb927.2.4230,microtubule structures 2,"NUP-1 protein, putative",Nuclear.transport,microtubule structures 2,0
Tb927.6.4410,cytosol,S-adenosylmethionine decarboxylase,Redox,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.6.4460,Unknown,S-adenosylmethionine decarboxylase,Redox,Unknown,Unknown
Tb927.4.3490,nucleus,"DNA-directed RNA polymerases II and III subunit RPB6, putative",RNA.synthesis,nucleus,nucleoplasm
Tb927.4.3510,Unknown,"DNA-directed RNA polymerase subunit, putative",RNA.synthesis,Unknown,Unknown
Tb927.11.11590,ribonucleoproteins 1,Eukaryotic translation initiation factor 3 subunit E,Translation,ribonucleoproteins 1,cytoplasm[patchy]
Tb927.3.4070,secretory/endocytic 2,"Pyruvate transporter, putative",Transporter,secretory/endocytic 2,"cytoplasm[points],cytoplasm[<10%],flagellar cytoplasm[<10%],nuclear lumen[<10%]"
Tb927.11.14900,cytosol,coatomer subunit epsilon,Vesicular.transport,cytosol,Golgi apparatus
Tb11.02.5105b,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,0
Tb927.11.13010,secretory/endocytic 3,"EF-hand domain pair, putative",ZUnknown,secretory/endocytic 3,cortical cytoskeleton
Tb927.11.15180,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,"nucleolus[strong],nucleoplasm"
Tb927.3.4040,cytosol,"Ankyrin repeats (3 copies), putative",ZUnknown,cytosol,"cytoplasm[reticulated],flagellar cytoplasm"
Tb927.4.1380,Unknown,"D-Tyr-tRNA(Tyr) deacylase, putative",ZUnknown,Unknown,Unknown
Tb927.10.2290,Unknown,"chaperone protein DnaJ, putative",Chaperone,Unknown,"cytoplasm,flagellar cytoplasm,nucleoplasm"
Tb927.6.3100,intraflagellar transport,"Intraflagellar transport complex B protein 46 C terminal, putative",Cytoskeleton,intraflagellar transport,intraflagellar transport particle
Tb927.6.4650,cytosol,"UV excision repair RAD23 protein, putative",DNA,cytosol,"cytoplasm,nucleoplasm[points,strong],flagellar cytoplasm,nuclear lumen"
Tb927.8.2050,cytosol,GDP-mannose pyrophosphorylase,Glycans,cytosol,0
Tb927.8.1420,mitochondrion - IM,"acyl-CoA dehydrogenase, mitochondrial precursor, putative",Lipids,mitochondrion - IM,0
Tb927.10.1660,Unknown,"hypothetical protein, conserved",Mito.pathway,Unknown,Unknown
Tb927.10.10420,mitochondrion - matrix 2,"monothiol glutaredoxin, putative",Redox,mitochondrion - matrix 2,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.11.10025,Unknown,"60S ribosomal protein L29, putative",Ribosome,Unknown,Unknown
Tb927.11.10030,ribonucleoproteins 1,"60S ribosomal protein L29, putative",Ribosome,ribonucleoproteins 1,"cytoplasm[patchy],nucleolus[25%]"
Tb927.11.9720,Unknown,"40S ribosomal protein S27, putative",Ribosome,Unknown,0
Tb927.8.4450,nucleus,"RNA-binding protein, putative",RNA.binding,nucleus,nucleolus
Tb927.10.1550,proteasome regulatory particle,proteasome regulatory non-ATP-ase subunit 5,Ubiquitin.proteasome,proteasome regulatory particle,"nucleoplasm[points],cytoplasm[patchy]"
Tb927.10.3660,cytosol,aspartate aminotransferase,Amino.acids,cytosol,0
Tb927.10.9840,Unknown,"chaperone protein DnaJ, putative",Chaperone,Unknown,"nucleolus,nucleoplasm[weak]"
Tb927.10.13110,flagellum 1,Outer arm dynein light chain 7,Cytoskeleton,flagellum 1,0
Tb927.3.930,Unknown,"dynein heavy chain, putative",Cytoskeleton,Unknown,axoneme[strong]
Tb927.4.5040,mitochondrion - matrix 2,dihydrolipoamide dehydrogenase,Enzyme,mitochondrion - matrix 2,cytoplasm[reticulated]
Tb927.5.4460,Unknown,"major vault protein, putative",Enzyme,Unknown,Unknown
Tb927.10.14240,cytosol,N-myristoyltransferase,GPI.anchors,cytosol,0
Tb927.3.4820,endoplasmic reticulum,"acyltransferase, putative",Lipids,endoplasmic reticulum,0
Tb927.10.4130,mitochondrion - matrix 2,NADH-ubiquinone oxidoreductase B13 subunit,Mito.e.transport,mitochondrion - matrix 2,0
Tb927.11.16510,Unknown,"hypothetical protein, conserved",Mito.e.transport,Unknown,Unknown
Tb927.2.560,ribonucleoproteins 1,"retrotransposon hot spot protein 4 (RHS4), putative",RHS,ribonucleoproteins 1,"nucleoplasm[<10%],cytoplasm[weak,points]"
Tb927.11.6500,Unknown,"40S ribosomal protein S21, putative",Ribosome,Unknown,Unknown
Tb927.11.6510,ribonucleoproteins 1,"40S ribosomal protein S21, putative",Ribosome,ribonucleoproteins 1,cytoplasm
Tb05.5K5.110,nucleus,"BAC from homologous region on chr5, major vault protein, putative",Signalling,nucleus,0
Tb927.6.3870,ribonucleoproteins 1,"RNA-binding protein, putative",Translation,ribonucleoproteins 1,nuclear lumen
Tb11.v5.0859,Unknown,"N-myristoyl transferase, putative",Vesicular.transport,Unknown,Unknown
Tb11.v5.0263,Unknown,"PX domain containing protein, putative",ZUnknown,Unknown,Unknown
Tb927.7.4500,Unknown,"PX domain containing protein, putative",ZUnknown,Unknown,endocytic
Tb927.10.450,Unknown,Component of motile flagella 62,Cytoskeleton,Unknown,"basal body,cytoplasm[weak,reticulated],intraflagellar transport particle[<10%]"
Tb927.7.3740,flagellum 1,SUMO-interacting motif-containing protein,Cytoskeleton,flagellum 1,0
Tb927.11.8950,microtubule structures 1,leucine rich repeat,LRRP,microtubule structures 1,0
Tb927.10.12210,Unknown,"ribulose-5-phosphate 3-epimerase, putative",PPP,Unknown,Unknown
Tb927.2.3460,Unknown,"cysteine peptidase, Clan CA, family C51, putative",Protease,Unknown,Unknown
Tb05.5K5.30,Unknown,"BAC from homologous region on chr5, serine/threonine protein phosphatase, putative",Protein.phosphatase,Unknown,Unknown
Tb927.5.4380,Unknown,Kinetoplastid-specific Protein Phosphatase 1,Protein.phosphatase,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.9080,Unknown,"pteridine transporter, putative",Transporter,Unknown,Unknown
Tb11.v5.0348,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.14130,Unknown,"SRP19 protein, putative",ZUnknown,Unknown,endoplasmic reticulum
Tb927.10.15330,Unknown,"CYTH domain containing protein, putative",ZUnknown,Unknown,0
Tb927.5.1250,cytosol,"GAF domain/TIP41-like family, putative",ZUnknown,cytosol,"cytoplasm[50%],flagellar cytoplasm[weak,50%],cytoplasm[50%,reticulated,weak]"
Tb927.9.8190,flagellum 1,microtubule inner protein MC13,ZUnknown,flagellum 1,"axoneme,cytoplasm[points]"
Tb927.3.3100,Unknown,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative",Chaperone,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.15580,flagellum 1,"dynein light chain, putative",Cytoskeleton,flagellum 1,0
Tb927.11.11210,flagellum 1,"paraflagellar rod component, putative",Cytoskeleton,flagellum 1,0
Tb927.3.4990,mitochondrion - matrix 2,"oxidoreductase, putative",Enzyme,mitochondrion - matrix 2,"cytoplasm[weak],flagellar cytoplasm[weak],nuclear lumen[weak]"
Tb927.10.3760,Unknown,"vacuolar ATP synthase subunit d, putative",Lysosome,Unknown,"cytoplasm[points,50%],endocytic[strong,50%],cytoplasm[weak,50%]"
Tb927.7.5900,Unknown,Autophagy-related protein 8.1,Lysosome,Unknown,Unknown
Tb927.7.5910,cytosol,Autophagy-related protein 8.2,Lysosome,cytosol,0
Tb927.5.2780,mitochondrion - matrix 2,mitochondrial DNA polymerase beta,Mito.DNA,mitochondrion - matrix 2,"cytoplasm[points,50%],cytoplasm[weak,reticulated,50%]"
Tb927.7.2710,Unknown,"NADH-cytochrome b5 reductase, putative",Mito.e.transport,Unknown,0
Tb927.11.13710,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,0
Tb927.7.2140,Unknown,"zinc finger protein family member, putative",RNA.binding,Unknown,Unknown
Tb927.10.170,nucleus,"pseudouridine synthase, Cbf5p",rRNA.tRNA.process,nucleus,0
Tb927.11.10780,mitochondrion - OM,"Voltage-dependent anion channel, putative",Transporter,mitochondrion - OM,mitochondrion
Tb927.9.6310,secretory/endocytic 2,"ABC transporter, putative",Transporter,secretory/endocytic 2,"endocytic,pellicular membrane,flagellar membrane[weak]"
Tb927.8.2640,cytosol,"ubiquitin-activating enzyme E1, putative",Ubiquitin.proteasome,cytosol,"cytoplasm,nucleoplasm[strong]"
Tb927.11.5400,Unknown,signal recognition particle 54 kDa,Vesicular.transport,Unknown,endoplasmic reticulum
Tb927.11.6170,microtubule structures 2,"protein transport protein SEC31, putative",Vesicular.transport,microtubule structures 2,Golgi apparatus
Tb927.4.1850,Unknown,"signal recognition particle subunit SRP68, putative",Vesicular.transport,Unknown,0
Tb07.11L3.90,Unknown,"zinc finger protein family member, putative",VSG,Unknown,0
Tb927.10.11210,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.2.5150,cytosol,"TPR-repeat protein, putative",ZUnknown,cytosol,0
Tb927.3.2477,Unknown,hypothetical protein,ZUnknown,Unknown,0
Tb927.3.3040,flagellum 1,"Right handed beta helix region, putative",ZUnknown,flagellum 1,0
Tb927.5.1900,flagellum 1,"Outer dynein arm docking complex protein 1, putative",ZUnknown,flagellum 1,"axoneme[distal,50%],cytoplasm[50%],flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.7.4100,flagellum 1,"Domain of Unknown function (DUF4201), putative",ZUnknown,flagellum 1,"axoneme,cytoplasm[points]"
Tb927.11.12610,Unknown,cyclin 1,Cell.cycle,Unknown,"nucleoplasm,cytoplasm,flagellar cytoplasm"
Tb927.11.4480,flagellum 1,Flagellar radial spoke protein 4/6,Cytoskeleton,flagellum 1,axoneme
Tb927.8.4010,Unknown,Flagellum adhesion protein 1,Cytoskeleton,Unknown,Unknown
Tb11.v5.0496,Unknown,"sterol 24-c-methyltransferase, putative",Lipids,Unknown,Unknown
Tb927.11.6640,endoplasmic reticulum,"cytochrome b5, putative",Mito.e.transport,endoplasmic reticulum,0
Tb927.10.4080,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,0
Tb927.10.13670,cytosol,serine/threonine protein phosphatase 5,Protein.phosphatase,cytosol,cytoplasm
Tb927.2.1180,Unknown,"retrotransposon hot spot protein 3 (RHS3), putative",RHS,Unknown,0
Tb927.7.2680,Unknown,"zinc finger protein family member, putative",RNA.binding,Unknown,Unknown
Tb10.v4.0247,mitochondrion - OM,"s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative",Sterols,mitochondrion - OM,0
Tb927.10.6910,Unknown,"Sterol methyltransferase, putative",Sterols,Unknown,Unknown
Tb927.10.6950,Unknown,"sterol 24-c-methyltransferase, putative",Sterols,Unknown,Unknown
Tb927.11.190,mitochondrion - matrix 2,"elongation factor, putative",Translation,mitochondrion - matrix 2,0
Tb927.11.3970,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,nucleolus[peripheral]
Tb927.11.4360,Unknown,"Protein of Unknown function (DUF1014), putative",ZUnknown,Unknown,"cytoplasm[patchy],flagellar cytoplasm"
Tb927.9.6360,secretory/endocytic 1,"hypothetical protein, conserved",ZUnknown,secretory/endocytic 1,"endocytic[75%],cytoplasm[25%,weak],flagellar cytoplasm[25%,weak],nuclear lumen[25%,weak]"
Tb927.9.6370,Unknown,"MFS transporter, putative",ZUnknown,Unknown,Unknown
Tb927.9.6380,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb11.v5.0558,Unknown,"oligosaccharyl transferase subunit, putative",Glycans,Unknown,Unknown
Tb11.v5.0559,Unknown,"oligosaccharyl transferase subunit, putative",Glycans,Unknown,Unknown
Tb927.5.900,endoplasmic reticulum,"oligosaccharyl transferase subunit, putative",Glycans,endoplasmic reticulum,"endoplasmic reticulum[50%],cytoplasm[weak,50%],nuclear envelope[50%]"
Tb11.v5.0565,Unknown,"mitochondrial intermediate peptidase, putative",Mito.biogenesis,Unknown,Unknown
Tb927.5.3340,Unknown,Mitochondrial import inner membrane translocase subunit 11,Mito.biogenesis,Unknown,"cytoplasm[reticulated,weak],flagellum[weak]"
Tb927.10.9820,mitochondrion - matrix 2,mitochondrial intermediate peptidase,Protease,mitochondrion - matrix 2,0
Tb927.10.10880,Unknown,"ATP-binding cassette sub-family F member 1, putative",Transporter,Unknown,cytoplasm[points]
Tb927.11.840,secretory/endocytic 2,"sodium/hydrogen exchanger, putative",ZUnknown,secretory/endocytic 2,"cell tip[posterior],flagellar membrane[distal,end],nucleoplasm[weak],cytoplasm[weak]"
Tb927.11.840,secretory/endocytic 2,"sodium/hydrogen exchanger, putative",ZUnknown,secretory/endocytic 2,"cell tip[posterior],flagellar membrane[distal,end],nucleoplasm[weak],cytoplasm[weak]"
Tb927.5.780,cytosol,"hypothetical protein, conserved",ZUnknown,cytosol,"cytoplasm,nucleoplasm[strong]"
Tb927.11.3300,microtubule structures 2,Spindle assembly abnormal 4,Cytoskeleton,microtubule structures 2,"flagellum attachment zone[weak],cytoplasm,cell tip[anterior],hook complex"
Tb927.3.1000,mitochondrion - matrix 2,frataxin,Mito.pathway,mitochondrion - matrix 2,0
Tb11.v5.0791,Unknown,"ABC transporter, putative",Transporter,Unknown,Unknown
Tb927.10.3170,ribonucleoproteins 1,"GCN20-type ATP-binding cassette protein, putative",Transporter,ribonucleoproteins 1,cytoplasm
Tb927.8.5250,cytosol,"coatomer delta subunit, putative, delta-COP, putative, delta-coat protein, putative",Vesicular.transport,cytosol,Golgi apparatus
Tb927.10.14030,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,0
Tb927.10.5630,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"cytoplasm[25%],axoneme[75%],flagellar cytoplasm[25%],nuclear lumen[25%]"
Tb927.11.7600,Unknown,microtubule inner protein MC12,ZUnknown,Unknown,cytoplasm[points]
Tb927.5.2190,Unknown,"META domain/Domain of Unknown function (DUF1935), putative",ZUnknown,Unknown,Unknown
Tb927.5.2220,flagellum 1,"META domain/Domain of Unknown function (DUF1935), putative",ZUnknown,flagellum 1,paraflagellar rod
Tb927.5.2250,Unknown,"META domain/Domain of Unknown function (DUF1935), putative",ZUnknown,Unknown,Unknown
Tb927.9.12390,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.3300,Unknown,Flagellum attachment zone protein 19,Cytoskeleton,Unknown,flagellum attachment zone
Tb927.6.1550,mitochondrion - OM,"Leucine-rich repeat, ribonuclease inhibitor subtype domain-containing protein",LRRP,mitochondrion - OM,mitochondrion
Tb927.3.2670,mitochondrion - matrix 2,Kinetoplast polyadenylation factor 5,Mito.pathway,mitochondrion - matrix 2,"cytoplasm,endocytic,flagellar cytoplasm"
Tb927.10.7020,Unknown,"acid phosphatase, putative",Phosphatase,Unknown,"cell tip[posterior],cell tip[anterior,strong],endoplasmic reticulum[points]"
Tb927.10.7020,Unknown,"acid phosphatase, putative",Phosphatase,Unknown,"cell tip[posterior],cell tip[anterior,strong],endoplasmic reticulum[points]"
Tb927.10.14770,Unknown,Associated kinase of Tb14-3-3,Protein.kinase,Unknown,"basal body[strong],pro-basal body[strong],cytoplasm,flagellum attachment zone,flagellum[weak]"
Tb927.9.6560,Unknown,pseudokinase NRP1,Protein.kinase,Unknown,"flagellar pocket[25%],endocytic[25%]"
Tb927.3.2150,Unknown,"protein phosphatase 2C, putative",Protein.phosphatase,Unknown,cytoplasm[points]
Tb927.7.880,nucleus,"RNA-binding protein, putative",RNA.binding,nucleus,0
Tb927.6.4340,nucleus,"small nuclear ribonucleoprotein, putative",RNA.processing,nucleus,nucleoplasm
Tb927.4.2060,Unknown,Flagellum attachment zone protein 8,ZUnknown,Unknown,mitochondrion
Tb927.4.5130,secretory/endocytic 3,"KH domain/Domain of Unknown function (DUF1771)/Smr domain containing protein, putative",ZUnknown,secretory/endocytic 3,"pellicular membrane,flagellar membrane"
Tb927.6.1530,Unknown,"Glutamine amidotransferase class-I, putative",ZUnknown,Unknown,Unknown
Tb927.10.8930,flagellum 1,"paraflagellar rod component, putative",Cytoskeleton,flagellum 1,paraflagellar rod
Tb927.11.1740,intraflagellar transport,intraflagellar transport protein 88,Cytoskeleton,intraflagellar transport,intraflagellar transport particle
Tb927.5.3830,cytosol,dihydroorotate dehydrogenase (fumarate),Enzyme,cytosol,"flagellar cytoplasm,cytoplasm,nucleoplasm"
Tb927.5.960,Unknown,atpase family aaa domain-containing protein 1,Mito.biogenesis,Unknown,endoplasmic reticulum
Tb927.9.10560,mitochondrion - OM,Archaic Translocase of outer membrane 19 kDa subunit,Mito.membrane,mitochondrion - OM,0
Tb927.9.6460,nucleus,"hypothetical protein, conserved",Nuclear.transport,nucleus,nuclear pore
Tb927.9.13490,cytosol,"metallo-peptidase, Clan MG, Family M24, aminopeptidase P, putative",Protease,cytosol,"cytoplasm,flagellar cytoplasm[weak]"
Tb927.8.750,nucleus,"nucleolar RNA-binding protein, putative",rRNA.tRNA.process,nucleus,nucleoplasm
Tb927.3.4680,cytosol,"RAB GDP dissociation inhibitor alpha, putative",Signalling,cytosol,"endocytic[strong],cytoplasm[weak],flagellar cytoplasm[weak],nuclear lumen[weak]"
Tb927.2.4840,Unknown,"Vitamin K epoxide reductase family, putative",ZUnknown,Unknown,Unknown
Tb927.6.4750,Unknown,WD40 repeat-containing protein,ZUnknown,Unknown,cytoplasm
Tb927.6.4800,cytosol,"tetratricopeptide repeat, putative",ZUnknown,cytosol,cytoplasm
Tb927.7.4410,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"cytoplasm[weak,points]"
Tb927.7.1910,mitochondrion - matrix 2,"pyridoxal phosphate containing glycine decarboxylase, putative",Amino.acids,mitochondrion - matrix 2,"cytoplasm[points],cytoplasm[weak]"
Tb927.9.8160,secretory/endocytic 1,"chaperone protein DnaJ, putative",Chaperone,secretory/endocytic 1,endocytic
Tb927.10.10320,Unknown,"dynein light chain Tctex-type, putative",Cytoskeleton,Unknown,"axoneme[50%],flagellar tip[50%],flagella connector,flagellum[proximal,strong]"
Tb927.10.3150,ribonucleoproteins 1,"N-acetyltransferase, putative",Enzyme,ribonucleoproteins 1,0
Tb927.7.5210,cytosol,"Putative Phosphatase/Protein of Unknown function DUF89, putative",Enzyme,cytosol,"cytoplasm[75%],cytoplasm[25%,weak]"
Tb927.8.5630,Unknown,"dihydroorotase, putative",Enzyme,Unknown,Unknown
Tb927.6.1500,glycosomes,alkyl-dihydroxyacetone phosphate synthase,Lipids,glycosomes,glycosome
Tb927.9.11220,mitochondrion - IM,"tRNA import complex component, putative, Mitochondrial import inner membrane translocase subunit TIM42",Mito.biogenesis,mitochondrion - IM,cytoplasm[reticulated]
Tb927.7.6350,Unknown,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Mito.e.transport,Unknown,0
Tb927.7.3810,Unknown,"cold shock domain-containing protein 3, putative",Mito.pathway,Unknown,0
Tb927.7.5820,mitochondrion - IM,"Monooxygenase, putative",Mito.pathway,mitochondrion - IM,0
Tb11.v5.0837,Unknown,"importin beta-1 subunit, putative",Nuclear.transport,Unknown,Unknown
Tb927.10.2900,cytosol,"importin beta-1 subunit, putative",Nuclear.transport,cytosol,"nuclear pore[50%],cytoplasm[50%,weak],flagellar cytoplasm[50%,weak],nuclear lumen[50%,weak]"
Tb927.10.11700,cytosol,"guanylate kinase, putative",Nucleotides,cytosol,cytoplasm[reticulated]
Tb927.9.4960,Unknown,"hypothetical protein, conserved",Translation,Unknown,Unknown
Tb11.v5.0464,Unknown,"vesicular-fusion protein nsf, putative",Vesicular.transport,Unknown,Unknown
Tb927.1.1560,Unknown,"vesicular-fusion protein nsf, putative",Vesicular.transport,Unknown,endocytic
Tb927.10.14390,nucleus,FACT complex subunit POB3,ZUnknown,nucleus,nucleoplasm
